district,id,description,Longitude,Latitude
San Blas,995,ALCALA - SAN MARIANO,-3.61432178168159,40.44531638461778
San Blas,384,ALCALA - GUTIERREZ CANALES,-3.61249894379202,40.44649159427923
San Blas,1694,ALCALA - ESFINGE,-3.61167456735187,40.44704482166748
San Blas,1181,SAN ROMUALDO - ALBASANZ,-3.62185769679106,40.43898217086804
San Blas,1182,SAN ROMUALDO - JULIAN CAMARILLO,-3.62108993493665,40.43716812785915
San Blas,1190,SAN ROMUALDO - CRONOS,-3.62073256562205,40.43619692638354
San Blas,1349,JULIAN CAMARILLO - MIGUEL YUSTE,-3.62336751416527,40.43627190040143
San Blas,712,EMILIO MUÑOZ - MIGUEL YUSTE,-3.62245575036799,40.4346869947035
San Blas,1164,AV. 25 SEPTIEMBRE - PUERTOLLANO,-3.62416425018256,40.44290851179659
San Blas,1165,AV. 25 SEPTIEMBRE - PLAZA ENSIDESA,-3.62461373139802,40.44360485279812
San Blas,1166,AV. 25 SEPTIEMBRE - PLAZA OLIVAS,-3.625692382708,40.44534958052697
San Blas,1494,GTA. RICARDO VELAZQUEZ BOSCO,-3.62604415801838,40.447625587945
San Blas,2126,JULIAN CAMARILLO - RUFINO GONZALEZ,-3.62546995824585,40.43554446289272
San Blas,2154,ALBASANZ - RUFINO GONZALEZ,-3.62651616249085,40.43772377789568
San Blas,2212,ALBASANZ - ALFONSO GOMEZ,-3.62787924879033,40.43734892455599
San Blas,2273,MARQUESADO SANTA MARTA - P.P.,-3.62346068528755,40.44775714028967
San Blas,4564,AV. DE ARCENTALES - MIGUEL YUSTE - PARQUE PARAISO,-3.62163218791751,40.43305588417765
San Blas,4743,AV. 25 DE SEPTIEMBRE - IES. MARQUES DE SUANZES,-3.62497858760058,40.44420842763567
Hortaleza,4794,MARÍA DE LAS MERCEDES DE BORBÓN 302 P.P,-3.623789298273,40.49735967465764
Hortaleza,4793,MARÍA DE LAS MERCEDES DE BORBÓN -FELIX CANDELA - P.P,-3.62377621712994,40.49669848751014
Hortaleza,4792,MARÍA DE LAS MERCEDES DE BORBÓN - SECUNDINO ZUAZO,-3.62376564194,40.4955566133508
Hortaleza,4791,SECUNDINO ZUAZO 25 -JOSÉ ANTONIO GODERCH - P.P,-3.62183132700819,40.49553516958175
Hortaleza,4790,SECUNDINO ZUAZO - MANUEL GUTIÉRREZ MELLADO,-3.62001552478015,40.49553961422391
Hortaleza,4789,SECUNDINO ZUAZO - FINA DE CALDERÓN,-3.6181302503,40.49555502455542
Hortaleza,4787,SECUNDINO ZUAZO 96 - JOSEFINA ALDECOA - P.P,-3.61409518925153,40.49557122486524
Hortaleza,4786,SECUNDINO ZUAZO - CÉSAR CORT BOTÍ,-3.61239509241931,40.49529343542509
Hortaleza,4785,SECUNDINO ZUAZO - ANTONIO MIRÓ VALVERDE - P.P,-3.61023547101816,40.49497555778315
Hortaleza,4781,GLORIETA DE JAVIER BELLOSILLO,-3.60845593048149,40.49129092223367
Hortaleza,4780,MANUEL FRAGA IRIBARNE 43-P.P,-3.60849407170327,40.49012223202353
Hortaleza,4778,GLORIETA DE ANTONIO VALDÉS GONZÁLEZ - ROLDÁN,-3.60839842393857,40.48761312619687
Hortaleza,4777,MANUEL FRAGA IRIBARNE - FERNANDO HIGUERAS - P.P,-3.60842564964558,40.48613698356347
San Blas,1981,DEYANIRA - CAMPEZO,-3.58334057382913,40.44261223532126
San Blas,2014,PIRRA - ARRASTARIA,-3.58619859738828,40.44438108530179
San Blas,2016,ARRASTARIA - SAMANIEGO,-3.58602726072449,40.44676008775782
San Blas,2021,CTRA. ACC. ESTACION O'DONNELL - PIRRA,-3.59350275819334,40.44618892427896
San Blas,2251,PIRRA - ARACNE - P.P.,-3.58923779166106,40.44555323389872
Hortaleza,1906,NICETO ALCALA ZAMORA - MARIA DE PORTUGAL,-3.65883905653005,40.50040447414672
Hortaleza,1931,NICETO ALCALA ZAMORA - ANA AUSTRIA,-3.65406146873113,40.49741385970241
Hortaleza,1932,NICETO ALCALA ZAMORA - INGENIERO EMILIO HERRERA,-3.64967397007094,40.4946430245444
Hortaleza,1933,FCO. PI  Y MARGALL - ANA AUSTRIA,-3.66058161191652,40.49138113295836
Hortaleza,1872,FCO. PI  Y MARGALL - MARIA DE PORTUGAL,-3.66531075390412,40.49436930413709
Hortaleza,1864,A-1 VIA DE SERVICIO - FCO. PI  Y MARGALL,-3.66657759704425,40.49477424078775
Fuencarral-El Pardo,1865,A-1 VIA DE SERVICIO - QUINTANAVIDES,-3.66683144966601,40.49641456528808
Fuencarral-El Pardo,1866,A-1 VIA DE SERVICIO - PUERTO SOMPORT,-3.66817328053543,40.49534611949805
Hortaleza,2006,PRINCIPE CARLOS - PINTOR ANTONIO SAURA,-3.65456355933969,40.48488797557317
Hortaleza,2007,PRINCIPE CARLOS - PINTOR IGNACIO ZULOAGA,-3.65232286105317,40.48604986492991
Hortaleza,1998,PRINCIPE CARLOS - ALCALDE ALVAREZ DE VILLAAMIL,-3.65101363769547,40.4890547398958
Hortaleza,1999,PRINCIPE CARLOS - ALCALDE REDONDO ACEÑA,-3.65148857309944,40.49012755041243
Hortaleza,2009,FCO. PI  Y MARGALL - VICENTE BLASCO IBAÑEZ,-3.65882981536727,40.49027197870591
Hortaleza,1781,INGENIERO EMILIO HERRERA - AV. MANOTERAS,-3.65912659197577,40.48678832428622
Hortaleza,1448,AV. MANOTERAS - CNO. FUENTE MORA - METRO,-3.66252622262932,40.48755421866525
Hortaleza,1907,AV. MANOTERAS - AV. MANOTERAS- P.P.,-3.66480251027615,40.48789809596785
Hortaleza,2032,NICETO ALCALA ZAMORA - FERNANDO ROJAS - P.P.,-3.6477565354271,40.4930756263554
Hortaleza,2101,INGENIERO EMILIO HERRERA - FUENTE DE LA MORA,-3.66041164804397,40.48595548140381
Hortaleza,2103,AV. MANOTERAS 28 - AV. MANOTERAS,-3.66704624206416,40.48823873707869
Hortaleza,4735,FCO. PI Y MARGALL - OCTAVIO PAZ P.P.,-3.65782206192102,40.48965184619413
Hortaleza,2118,FCO. PI  Y MARGALL - PRINCESA DE EBOLI - P.P.,-3.65355200297108,40.48777289714666
Hortaleza,2119,INGENIERO EMILIO HERRERA - PRINCESA DE EBOLI - P.P.,-3.65436416389475,40.4903224074174
Hortaleza,2176,INGENIERO EMILIO HERRERA - PINTOR LUCIO MUÑOZ,-3.66119298930214,40.48489312379021
Fuencarral-El Pardo,1832,STO. DOMINGO DE LA CALZADA - SAUCEDA,-3.6626852666866,40.50297972109826
Hortaleza,2156,NICETO ALCALA ZAMORA- MARIA TUDOR,-3.65663969885826,40.4990516250859
Hortaleza,2141,NICETO ALCALA ZAMORA - VICENTE BLASCO IBAÑEZ,-3.65214233076026,40.49618018564845
Hortaleza,2140,INGENIERO EMILIO HERRERA - ISABEL CLARA EUGENIA,-3.65147962255392,40.4929643262337
Hortaleza,2172,ING. EMILIO HERRERA - PL. ALCALDE MORENO TORRES SUR PP,-3.65740797249702,40.48787782931268
Hortaleza,2173,FCO. PI Y MARGALL - PL. ALCALDE MORENO TORRES (ESTE),-3.65488201754657,40.48819597711984
Hortaleza,2149,FCO. PI Y MARGALL - MARIA TUDOR,-3.66222122137678,40.49241317346461
Hortaleza,2263,NICETO ALCALA ZAMORA 81 - P.P.,-3.65522014439198,40.49815567524875
Hortaleza,2262,NICETO ALCALA ZAMORA 91 - P.P.,-3.65759700273365,40.49964947032727
Hortaleza,4737,ING.EMIILIO HERRERA -PL. ALCALDE MORENO TORRES (NORTE),-3.65527239632178,40.4894672784198
Hortaleza,4736,FCO. PI Y MARGALL - PL. ALCALDE MORENO TORRES (OESTE),-3.65728109917012,40.48930537551647
Hortaleza,4611,AV. NICETO ALCALA ZAMORA - OCTAVIO PAZ P.P.,-3.65125389100415,40.49565056055846
Hortaleza,4734,ANA DE AUSTRIA 14 P.P.,-3.6596411973442,40.49224243827765
Hortaleza,4733,ANA DE AUSTRIA 31 P.P.,-3.6591128902997,40.49273467719571
Hortaleza,4732,ANA DE AUSTRIA - PRINCESA DE EBOLI P.P.,-3.65846871825777,40.4933211910111
Hortaleza,4731,ANA DE AUSTRIA - ISABEL CLARA EUGENIA,-3.6556940356525,40.49588815505217
Hortaleza,4730,ANA DE AUSTRIA 34 P.P.,-3.65498585936898,40.4965451498211
Villa de Vallecas,2135,CTRA. VILLAVERDE - TORRE DON MIGUEL - P.P.,-3.6432027832974,40.37078426187185
Villa de Vallecas,884,PL. SAN JAIME  P.P.,-3.62539614484233,40.38086325537325
Villa de Vallecas,538,SAN JAIME - PUERTO PILAS,-3.62760308451215,40.37929705104708
Villa de Vallecas,568,CRA. VILLAVERDE - GTA. VALDEPERDICES,-3.63028719986409,40.37691108667752
Villa de Vallecas,1564,JESUS PINO - SAN JAIME,-3.62428959022636,40.38159821519361
Villa de Vallecas,710,CRA. VILLAVERDE - CNO. POZO TIO RAIMUNDO - P.P.,-3.64555496523976,40.36979781614848
Villa de Vallecas,4647,STA. EUGENIA - FUENTESPINA,-3.60869490690031,40.37906899495542
Villa de Vallecas,399,PL. SIERRA GADOR - REAL ARGANDA,-3.62143533590288,40.3797359735756
Villa de Vallecas,464,CNO. REAL DE ARGANDA - MONTES BARBANZA,-3.61946364302541,40.379560590841
Villa de Vallecas,1677,REAL DE ARGANDA- SIERRA TORCAL,-3.61728338889481,40.37947846853606
Villa de Vallecas,1792,REAL DE ARGANDA - RONDA DE LAS SUERTES - P.P.,-3.61606320473021,40.37944457093046
Villa de Vallecas,1793,AV. ENSANCHE VALLECAS - REAL DE ARGANDA - P.P.,-3.61364838772306,40.37923369070483
Villa de Vallecas,1794,REAL DE ARGANDA - P.P.,-3.61134483071426,40.37895088667523
Villa de Vallecas,1795,REAL DE ARGANDA - PUENTELARRA - P.P.,-3.61035369412656,40.37865089810671
Villa de Vallecas,1796,REAL DE ARGANDA - SANTA EUGENIA - P.P.,-3.60780466007933,40.37766914555266
Villa de Vallecas,1797,REAL DE ARGANDA - ACCESO A-3 - P.P.,-3.60393684033995,40.37610084163506
Villa de Vallecas,1548,AV. SANTA EUGENIA - PUENTELARRA,-3.61025296519668,40.38201911119481
Villa de Vallecas,1547,AV. MEDITERRANEO - PUENTELARRA,-3.60556500952617,40.38451576473551
Villa de Vallecas,1561,PUERTO PORZUNA - FUENTIDUEÑA,-3.62324277616815,40.37416738278125
Villa de Vallecas,1917,CAMINO HORMIGUERAS 172 - P.P.,-3.63397536434769,40.37703165775909
Villa de Vallecas,1752,GONZALEZ DAVILA - CNO. HORMIGUERAS,-3.63874891065608,40.37573024864101
Villa de Vallecas,1751,GONZALEZ DAVILA - GAMONAL,-3.63817535219916,40.37439958334586
Villa de Vallecas,1750,GONZALEZ DAVILA - CRA. VILLAVERDE - P.P.,-3.63748854412201,40.37323151806093
Villa de Vallecas,4805,CTRA. VILLAVERDE A VALLECAS - MERCAMADRID - P.P.,-3.6550738859352,40.36703552285012
Villa de Vallecas,2055,AV. ENSANCHE VALLECAS -  JOSE GUTIERREZ MAROTO,-3.60345830107424,40.36564092865427
Villa de Vallecas,2061,AV. ENSANCHE VALLECAS - FERNANDO CHUECA - P.P.,-3.59411570919934,40.36104548086219
Villa de Vallecas,2076,AV. GRAN VIA DEL SURESTE - AV. ENSANCHE  VALLECAS,-3.59180957307011,40.35997357972219
Villa de Vallecas,2132,AV. SUERTES -  ALTO DEL RETIRO,-3.60135479425323,40.36807890858141
Villa de Vallecas,2259,RAFAEL LEON - BERNARDINO PANTORBA,-3.60065589597698,40.36560435401
Latina,1733,AV. LAS AGUILAS - CENTRO SALUD - P.P.,-3.77702887086801,40.38179068720187
Latina,4535,AV. POBLADOS - PILAR,-3.76894141885224,40.39164313117795
Latina,4538,PSO. EXTREMADURA - AV. POBLADOS,-3.77063423181365,40.3944131308031
Carabanchel,2035,CALDERILLA - THALER,-3.73801069726007,40.36557390495614
Latina,4626,CARAMUEL - CAPRICHOS - P.P.,-3.72976280671736,40.40496690877926
Tetuán,57,BRAVO MURILLO - FRANCOS RODRIGUEZ,-3.70288397661243,40.45412673432671
Tetuán,224,BRAVO MURILLO - JUAN OLIAS,-3.70298969974914,40.4534907038374
Puente de Vallecas,1231,AV. PABLO NERUDA - DE LOS LEONESES,-3.648304732016,40.38344208937984
Puente de Vallecas,1653,AV. PABLO NERUDA - DE LA CENICIENTA,-3.65733108106326,40.38138372154738
Centro,33,PSO. RECOLETOS - ALMIRANTE - PRIM,-3.69160043973156,40.42240889495081
Chamberí,1371,PSO. CASTELLANA - LOPEZ HOYOS,-3.68901744643521,40.43621335643223
Centro,37,GENOVA - ZURBANO - ARGENSOLA,-3.6938240171129,40.42669631174461
Centro,36,GTA. ALONSO MARTINEZ,-3.69597502626428,40.42778355660077
Chamberí,344,FERNANDO SANTO - ZURBANO,-3.69373642748111,40.42819601628982
Chamberí,107,ALMAGRO - ZURBANO - ZURBARAN,-3.69363696416387,40.42957749935547
Chamberí,509,ALMAGRO - MARQUES RISCAL,-3.69273815690006,40.43056140546349
Centro,826,BARBARA BRAGANZA - CONDE XIQUENA,-3.69408381976374,40.42378183053871
Centro,442,FERNANDO VI - ARGENSOLA,-3.6954802326603,40.42456479732354
Centro,1843,GENOVA - MONTE ESQUINZA - P.P.,-3.69270107880384,40.42613655924693
Centro,1980,BARBARA BRAGANZA - TAMAYO BAUS,-3.69290711198569,40.42353065545825
Chamberí,1090,PSO. CASTELLANA - ALCALA GALIANO,-3.69039624695655,40.42679030071896
Chamberí,2228,ALMAGRO -GRAL. ARRANDO,-3.69197015507781,40.43176779644778
Retiro,822,AV. CIUDAD BARCELONA 6 - JOSE ANSELMO CLAVE,-3.68514476583171,40.4055936107217
Retiro,321,AV. CIUDAD BARCELONA - JULIAN GAYARRE,-3.68308517454544,40.40506261069728
Retiro,335,AV. MEDITERRANEO - ABTAO,-3.67384118304259,40.40704894684481
Retiro,334,AV. MEDITERRANEO - SANCHEZ BARCAIZTEGUI,-3.67245229944471,40.40693084118749
Retiro,318,DR. ESQUERDO - VALDERRIBAS,-3.67305074640326,40.40320575528712
Retiro,303,DR. ESQUERDO - CAVANILLES,-3.67215770329807,40.40420375901782
Retiro,605,CAVANILLES - SANCHEZ BARCAIZTEGUI,-3.67380171068986,40.40500835944718
Retiro,604,CAVANILLES -ABTAO,-3.6750238605086,40.40558597117537
Retiro,1373,CAVANILLES - JUAN URBIETA,-3.67617781669281,40.40618792060733
Retiro,1860,CAVANILLES - NARCISO SERRA,-3.67755308519645,40.40672847696619
Retiro,4724,DR. ESQUERDO - SANTA SABINA,-3.67106576324221,40.40542915947594
Chamartín,1379,ALFONSO XIII - PINTOR RIBERA,-3.66725588949955,40.45337481540489
Chamartín,519,PPE. VERGARA - MARIA FRANCISCA,-3.67842680825495,40.44421284106291
Chamartín,521,DR. ARCE - LEIZARAN,-3.68041842870755,40.44764325586165
Chamartín,316,VELAZQUEZ - DR. ARCE,-3.68274057999331,40.44605105221454
Chamartín,371,CONCHA ESPINA - RODRIGUEZ MARIN,-3.67878148451521,40.45165450428784
Chamartín,1623,AV. RAMON CAJAL - GUSTAVO FDEZ. BALBUENA,-3.66887622200188,40.45246991693317
Chamartín,4556,VELAZQUEZ -RODRIGUEZ MARIN,-3.68253610553634,40.44417735060155
Chamartín,4641,"PRINCIPE VERGARA,187 P.P",-3.67805696354475,40.44742108659835
Chamartín,226,SERRANO - CONCHA ESPINA,-3.68070174690664,40.4520217985106
Chamartín,221,SERRANO - SEGRE - CINCA,-3.682379556049,40.4502305321678
Chamartín,508,SERRANO - LEIZARAN,-3.683332897995,40.44867197399692
Chamartín,1093,SERRANO - GUADIANA - ORIA,-3.68398594164168,40.44764756509295
Chamartín,314,PL. REPUBLICA ARGENTINA,-3.68552181509828,40.44517283187241
Chamartín,61,SERRANO - JORGE MANRIQUE,-3.68584993708776,40.44282663176905
Chamartín,777,SERRANO - PABLO ARANDA,-3.68590520469693,40.44202569796937
Salamanca,49,SERRANO - MARIA MOLINA,-3.68621528204971,40.43778533086819
Salamanca,156,SERRANO - DIEGO LEON,-3.68653524115483,40.43517169498836
Salamanca,155,SERRANO - JUAN BRAVO,-3.68670731755015,40.4329902125935
Salamanca,162,SERRANO - JOSE ORTEGA GASSET,-3.68691769796909,40.4304585683529
Salamanca,157,SERRANO - DON RAMON CRUZ,-3.68711679585985,40.42931904079026
Salamanca,154,SERRANO - AYALA,-3.68739762031058,40.42790891352031
Salamanca,270,SERRANO - HERMOSILLA,-3.68765031482128,40.42648594052029
Latina,1363,CJAL. FRANCISCO JOSE JIMENEZ M. - A. MORAN,-3.7464091065063,40.40046771788403
Latina,1356,CJAL. FRANCISCO JOSE JIMENEZ M. - ALHAMBRA,-3.74466179684424,40.40068026537308
Latina,1398,CJAL. FRANCISCO JOSE JIMENEZ M. - HURTUMPASCUAL,-3.74309828581312,40.40092146864938
Latina,1399,CJAL. FRANCISCO JOSE JIMENEZ M. - MUÑICO,-3.74087145968915,40.40122087289772
Latina,1400,CJAL. FRANCISCO JOSE JIMENEZ M. - VINEGRA,-3.7389813800252,40.40148131339583
Latina,1351,ALHAMBRA - CUART POBLET,-3.74440185405335,40.39907369091873
Salamanca,13,SERRANO - GOYA,-3.68792713650616,40.42538724343986
Salamanca,17,SERRANO - JORGE JUAN,-3.68812086901967,40.42400682956988
Salamanca,153,SERRANO - VILLANUEVA,-3.68832780817315,40.42252677828032
Salamanca,197,SERRANO - RECOLETOS,-3.688553652453,40.42121000534747
Chamartín,248,VITRUVIO - JORGE MANRIQUE,-3.68809194745514,40.44342264867494
Chamartín,1629,SERRANO - TAMBRE - NERVION,-3.68437546631533,40.44688713012078
Salamanca,1962,SERRANO - PADILLA,-3.68681422359116,40.43172953380365
Salamanca,2186,MARIA MOLINA - LOPEZ HOYOS,-3.68535044463441,40.4378235888941
Salamanca,4649,SERRANO - MALDONADO,-3.68661764662212,40.43401413674659
Chamartín,166,VELAZQUEZ - JOAQUIN COSTA,-3.68259304098017,40.44241412498216
Chamartín,105,VELAZQUEZ - LOPEZ HOYOS,-3.68289492790626,40.43914493238761
Salamanca,50,VELAZQUEZ - MARIA MOLINA,-3.68309519415879,40.43766135928721
Salamanca,275,VELAZQUEZ - DON RAMON DE LA CRUZ,-3.68381359121727,40.42912011897622
Salamanca,160,VELAZQUEZ - AYALA,-3.68393365231477,40.42770337506222
Salamanca,271,VELAZQUEZ - HERMOSILLA,-3.68405066538325,40.42633473323525
Salamanca,163,VELAZQUEZ - JORGE JUAN,-3.68426394502614,40.42377846033342
Salamanca,277,VELAZQUEZ - VILLANUEVA,-3.68437042678679,40.42232858110434
Chamartín,400,GTA. LOPEZ HOYOS - FRANCISCO SILVELA,-3.68062644630432,40.4404301370389
Salamanca,51,MARIA MOLINA - NUÑEZ BALBOA,-3.6817530067272,40.43759504873473
Salamanca,53,PPE. VERGARA - MARIA MOLINA,-3.67914103268784,40.43742345921284
Salamanca,54,FRANCISCO SILVELA - MARIA MOLINA,-3.67751424224365,40.43746915866083
Salamanca,1227,DIEGO LEON - CLAUDIO COELLO,-3.68543407577024,40.43505184621502
Salamanca,1226,DIEGO LEON - LAGASCA,-3.68441237552543,40.4350017245787
Chamartín,403,FRANCISCO SILVELA - PPE. VERGARA,-3.6789155733532,40.43884139621374
Chamartín,409,PPE. VERGARA - LOPEZ HOYOS,-3.67871221470904,40.44144864738012
Salamanca,1471,JOSE ORTEGA GASSET - CLAUDIO COELLO,-3.6858098642074,40.43041484421318
Salamanca,1472,JOSE ORTEGA GASSET - LAGASCA,-3.68481646143252,40.43036824586488
Chamartín,1662,VELAZQUEZ - OQUENDO,-3.68285218269336,40.44048789383309
Chamartín,4655,"JOAQUIN COSTA 53,P.P",-3.68168433990767,40.4415553052746
Salamanca,1225,DIEGO LEON - GRAL. DIAZ PORLIER,-3.676440960307,40.43459907369616
Salamanca,55,FRANCISCO SILVELA - DIEGO LEON,-3.67464863959315,40.43463298929252
Salamanca,265,FRANCISCO SILVELA - MALDONADO,-3.67337023983732,40.43345967885577
Salamanca,264,FRANCISCO SILVELA - JUAN BRAVO,-3.67264405280771,40.43264073535422
Salamanca,262,FRANCISCO SILVELA - AV. TOREROS,-3.67185977319865,40.43167113826135
Salamanca,274,FRANCISCO SILVELA - JOSE ORTEGA GASSET,-3.67034824793955,40.42973129789753
Salamanca,789,CONDE PEÑALVER - MALDONADO,-3.67500228768796,40.43347621703791
Salamanca,241,CONDE PEÑALVER - JUAN BRAVO,-3.67508827795336,40.43242866504266
Salamanca,791,CONDE PEÑALVER - PADILLA,-3.6752180054733,40.43114438757946
Salamanca,56,CONDE PEÑALVER - JOSE ORTEGA GASSET,-3.67530595529439,40.42989929529968
Salamanca,174,CONDE PEÑALVER - DON RAMON CRUZ,-3.67536207898694,40.42869636811727
Salamanca,175,CONDE PEÑALVER - AYALA,-3.67554903271412,40.42727628423212
Salamanca,263,JOSE ORTEGA GASSET - GRAL. DIAZ PORLIER,-3.67681459869025,40.42996483498519
Salamanca,260,JOSE ORTEGA GASSET - ALCANTARA,-3.67369411197018,40.42981465635514
Salamanca,786,JOSE ORTEGA GASSET - MONTESA,-3.6721968760345,40.42974463639693
Salamanca,2257,FRANCISCO SILVELA - MEJICO,-3.67529094586374,40.4354332436732
Salamanca,258,PPE. VERGARA - GRAL. ORAA,-3.67925342144945,40.43597148242993
Salamanca,170,PPE. VERGARA - DIEGO LEON,-3.67941087026957,40.43476639678683
Salamanca,267,PPE. VERGARA - MALDONADO,-3.67948277600821,40.43374210763817
Salamanca,240,PPE. VERGARA - JUAN BRAVO,-3.6795973718164,40.43268901481839
Salamanca,790,PPE. VERGARA - PADILLA,-3.67963932010169,40.43136098035038
Salamanca,319,PL. MARQUES SALAMANCA,-3.67975212940757,40.43013130991821
Salamanca,276,PPE. VERGARA - DON RAMON CRUZ,-3.67988436850498,40.42891830181114
Salamanca,161,PPE. VERGARA - AYALA,-3.67994607128909,40.42748351516609
Salamanca,272,PPE. VERGARA - HERMOSILLA,-3.68008232167045,40.42613064971835
Salamanca,15,PPE. VERGARA - GOYA,-3.68016585068157,40.42502096676117
Salamanca,259,DIEGO LEON - NUÑEZ BALBOA,-3.68198323905339,40.43488913888478
Salamanca,266,DIEGO LEON - GRAL. PARDIÑAS,-3.67783142179252,40.43468642007308
Salamanca,261,JOSE ORTEGA GASSET - CASTELLO,-3.6811318727367,40.4301670612259
Salamanca,135,GOYA - NUÑEZ BALBOA,-3.68278226829401,40.42512562957553
Salamanca,136,GOYA - CASTELLO,-3.68153085170258,40.42507964128087
Salamanca,134,GOYA - GRAL. DIAZ PORLIER,-3.67721443584023,40.42487151474463
Salamanca,1541,JOSE ORTEGA GASSET - NUÑEZ BALBOA,-3.68236996088417,40.43022946334157
Salamanca,624,"ALCALA 215, P.P. - MAESTRO ALONSO",-3.66540474259603,40.42973520979191
Salamanca,559,ALCALA - BOCANGEL,-3.66401354433876,40.43042837773013
Salamanca,558,ALCALA - ALMERIA,-3.66329472731258,40.4307287703442
Ciudad Lineal,336,ALCALA - PTE. VENTAS,-3.66074144313724,40.43131381184141
Salamanca,273,CONDE PEÑALVER - HERMOSILLA,-3.6756431111478,40.42590490983835
Salamanca,868,GOYA - FERNAN GONZALEZ,-3.67413794580985,40.42472271540834
Salamanca,869,GOYA - LOMBIA,-3.67260672341353,40.42462267630965
Salamanca,860,GOYA - FUENTE DEL BERRO,-3.6709343276095,40.4245607438339
Salamanca,212,NARVAEZ - FELIPE II,-3.67582163775338,40.42402188740728
Salamanca,1372,NARVAEZ - DUQUE DE SESTO,-3.6759146982786,40.42249233408066
Salamanca,159,PPE. VERGARA - JORGE JUAN,-3.68030272185067,40.42359058272708
Salamanca,867,JORGE JUAN - MAIQUEZ - LOMBIA,-3.67272945362101,40.42321683903938
Salamanca,4545,DR.ESQUERDO-MARQUES ZAFRA,-3.66836135782644,40.42691348438832
Salamanca,440,GOYA - DR. ESQUERDO,-3.66875831366216,40.42444218228307
Salamanca,438,DR. ESQUERDO - JORGE JUAN,-3.66885363260838,40.4229908850963
Salamanca,19,MENENDEZ PELAYO - O'DONNELL,-3.67999350856663,40.42162879053885
Salamanca,871,O'DONNELL - LOPE RUEDA,-3.67751071436727,40.42163816066042
Salamanca,179,NARVAEZ - O'DONNELL,-3.67600515614939,40.42154681140588
Salamanca,343,O'DONNELL - FERNAN GONZALEZ,-3.67438911326654,40.42147680584387
Salamanca,502,O'DONNELL - MAIQUEZ,-3.67283389683253,40.42138915771564
Salamanca,2226,O'DONNELL - ANTONIO ACUÑA,-3.67892402190138,40.421691020928
Retiro,849,MENENDEZ PELAYO - DR. CASTELO,-3.67952368961602,40.42046265298332
Retiro,545,MENENDEZ PELAYO - CONDE CARTAGENA,-3.67755044874244,40.40940310825997
Retiro,1228,NARVAEZ - DR. CASTELO,-3.67607482152691,40.42034766490593
Retiro,389,NARVAEZ - IBIZA,-3.67624850748708,40.41827227305274
Retiro,390,ALC. SAINZ BARANDA - NARVAEZ,-3.67635575602615,40.41695048294039
Centro,2206,PSO. RECOLETOS - MARQUES DE DUERO,-3.69202789442892,40.42064522172896
Usera,4570,RAFAELA YBARRA - JUAN ZOFIO - P.P.,-3.71125823134641,40.38128712069165
Fuencarral-El Pardo,1534,VENTISQUERO DE LA CONDESA - CERRO MINGUETE,-3.71659688922227,40.48677560808029
Fuencarral-El Pardo,1535,VENTISQUERO DE LA CONDESA - VALLE DE ENMEDIO,-3.71645938046442,40.48831757321184
Fuencarral-El Pardo,1536,VENTISQUERO DE LA CONDESA - PORTERA CURA,-3.71619259170321,40.49061942342473
Fuencarral-El Pardo,1950,VENTISQUERO DE LA CONDESA - COLLADO DE TIROBARRA,-3.71772890147255,40.49433795932443
Fuencarral-El Pardo,2046,PZA. TORCUATO FERNANDEZ MIRANDA,-3.71956356885599,40.49585166880664
Fuencarral-El Pardo,2170,"AV. CARDENAL HERRERA ORIA, 173 - RODA DE BARA - P.P.",-3.71148636555233,40.48421701509606
Usera,324,MARCELO USERA - MANUEL MUÑOZ - OLVIDO,-3.70251994142683,40.38621947079172
Usera,1169,MARCELO USERA - SAN ANTONIO PADUA,-3.70195932010681,40.38651205744819
Usera,552,MARCELO USERA - JESUS GRAN PODER,-3.70148087427108,40.38683177249992
Usera,729,MARCELO USERA - ALMENDRALES,-3.70052396897132,40.38747119676457
Usera,1879,MANUEL NOYA - SAN NICOMEDES,-3.7124492505404,40.38780034340652
Usera,948,MANUEL NOYA - MARQUESA SILVELA,-3.71252586027046,40.38606854771038
Usera,1666,DOLORES BARRANCO - ISABELITA USERA,-3.70776701664573,40.38306497121282
Chamberí,925,GUZMAN EL  BUENO - JOAQUIN MARIA LOPEZ,-3.7129710366932,40.43765092049249
Chamberí,461,GUZMAN EL BUENO - DONOSO CORTES,-3.71306281239709,40.43640060193228
Chamberí,372,GUZMAN EL BUENO - FERNANDEZ DE LOS RIOS,-3.71314679759828,40.43530672238442
Chamberí,495,GUZMAN EL BUENO - FERNANDO EL CATOLICO,-3.71322924545607,40.43426021877046
Chamberí,408,GUZMAN EL BUENO - MELENDEZ VALDES,-3.71332259711172,40.43301058189173
Chamberí,493,GUZMAN EL BUENO - RODRIGUEZ SAN PEDRO,-3.71341174740393,40.43180993484835
Centro,67,ALBERTO AGUILERA - GUZMAN EL BUENO,-3.71380262470499,40.43040365427018
Centro,65,ALBERTO AGUILERA - BLASCO DE GARAY,-3.71192075553854,40.43020691073625
Centro,66,ALBERTO AGUILERA - VALLEHERMOSO,-3.70894182886027,40.42989433898495
Centro,41,SAN BERNARDO - NOVICIADO,-3.70735130089982,40.42550281345322
Centro,1071,SAN BERNARDO - LUNA,-3.70751153507445,40.4231873026926
Chamberí,88,BRAVO MURILLO - FERNANDEZ RIOS,-3.70433005880089,40.434892033413
