district,id,description,Longitude,Latitude
Tetuán,1116,VILLAAMIL - SANCHEZ PRECIADO,-3.70916643700754,40.46382140325853
Tetuán,562,SAN RESTITUTO - VILLAAMIL,-3.70936297224285,40.46427015466897
Tetuán,1120,VILLAAMIL - CNO. CHORRILLO,-3.71046791266961,40.46579935448673
Tetuán,1135,OFELIA NIETO - PSO. DIRECCION,-3.70718901779771,40.46343276277504
Moncloa,1281,AV. SANTO ANGEL GUARDA - TRV. SANCHEZ P.,-3.71236676449171,40.46017367366771
Moncloa,1030,DR. FEDERICO RUBIO - FRANCISCO DIEGO,-3.71472007561475,40.4550028290781
Moncloa,1659,ARQUITECTO SANCHEZ ARCAS - VALS FERRERA,-3.71516787951928,40.45406618967584
Tetuán,1480,FRANCOS RODRIGUEZ - NUMANCIA,-3.70976724373336,40.45713150738142
Tetuán,1486,NUMANCIA - ALEJANDRO RODRIGUEZ - P.P.,-3.71082333362159,40.45584996457985
Tetuán,1878,OFELIA NIETO 20 - P.P.,-3.71014538261709,40.45942999926785
Moncloa,2010,ISLA OZA - ISLA ALEGRANZA - P.P.,-3.72118523576313,40.46377641778025
Moncloa,863,AV. NUEVA ZELANDA - ISLA SOLEDAD,-3.72446329347854,40.46785930833906
Moncloa,864,AV. NUEVA ZELANDA - ISLA OZA,-3.72370081906455,40.46449996449311
Moncloa,1919,ALC. MARTIN ALZAGA - ARCINIEGA - P.P. 2,-3.71401681186082,40.4633128299563
Tetuán,2270,JERONIMA LLORENTE -PAMPLONA,-3.70625347309282,40.45522106318442
Tetuán,1291,AV. PABLO IGLESIAS - ALMANSA Y FEDERICO RUBIO,-3.70988532127754,40.44952081155768
Tetuán,2157,PABLO IGLESIAS - JUAN XXIII,-3.71093595867885,40.45103921736148
Fuencarral-El Pardo,623,GTA. PIEDRAFITA DE CEBRERO,-3.71189606901697,40.47087567461549
Fuencarral-El Pardo,622,AV. BETANZOS - RIBADAVIA,-3.71240827686197,40.47197758105855
Fuencarral-El Pardo,378,AV. BETANZOS - MELCHOR FERNANDEZ ALMAGRO,-3.71112139803881,40.47510482287418
Fuencarral-El Pardo,974,RIBADAVIA - CHANTADA,-3.71024189854661,40.47236079906936
Fuencarral-El Pardo,940,AV. BETANZOS - LA BAÑEZA,-3.71176582243169,40.47665150894242
Fuencarral-El Pardo,1180,SINESIO DELGADO - HOSPITAL CARLOS III,-3.6975192917132,40.47451534460895
Fuencarral-El Pardo,1065,FINISTERRE - VILLA MARIN,-3.70033316529572,40.47545464027193
Fuencarral-El Pardo,842,MELCHOR FERNANDEZ ALMAGRO - FINISTERRE,-3.70180850997206,40.47726605616023
Tetuán,2252,"PSO. DIRECCION , 308 - ALBERDI",-3.7064672379043,40.4698093896011
Fuencarral-El Pardo,1259,SINESIO DELGADO - GINZO LIMIA,-3.70205690403473,40.47378057913934
Fuencarral-El Pardo,1282,PL. MONDOÑEDO,-3.70254900060262,40.47466201517855
Fuencarral-El Pardo,844,MELCHOR FERNANDEZ ALMAGRO - GINZO LIMIA,-3.70337606564782,40.47694775636127
Fuencarral-El Pardo,845,MELCHOR FERNANDEZ ALMAGRO - AV. FERROL,-3.70667352288073,40.47623650504136
Fuencarral-El Pardo,1458,MELCHOR FERNANDEZ ALMAGRO - VILLA MARIN,-3.6990591407898,40.47776266778296
Fuencarral-El Pardo,1739,SINESIO DELGADO - PARQUE - P.P.,-3.70708639886169,40.47163079667104
Tetuán,1634,AV. ASTURIAS - PSO. DIRECCION,-3.69952654436034,40.47229397975043
Tetuán,1633,AV. ASTURIAS - SOROLLA - MONTOYA,-3.69683762704413,40.47029426854895
Tetuán,1632,AV. ASTURIAS - CAÑAVERAL - MAGNOLIAS,-3.69338684250038,40.4680080751982
Tetuán,1631,AV. ASTURIAS - SAN AQUILINO,-3.69133892142293,40.46701749834612
Tetuán,1785,VIA LIMITE - INSTITUTO TETUAN VICTORIAS - P.P.,-3.69748418808398,40.47283159698548
Tetuán,1968,EMILIA - SOROLLA - BOMBEROS,-3.69648608000498,40.47099602782081
Tetuán,167,PSO. CASTELLANA - SINESIO DELGADO,-3.68722478283011,40.47413413356939
Tetuán,1939,GTA. MONFORTE LEMOS,-3.68909924265605,40.47507083922832
Fuencarral-El Pardo,838,SINESIO DELGADO - INSTITUTO SALUD CARLOS III,-3.69170209856164,40.47458331615924
Chamartín,194,PSO. CASTELLANA - VASCONCELOS,-3.6875453691919,40.47120766077833
Tetuán,1280,PSO. CASTELLANA - MATILDE LANDA,-3.68834671787663,40.47106482993183
Fuencarral-El Pardo,2018,PSO. CASTELLANA - LA PAZ,-3.68618939103412,40.4796976437373
Fuencarral-El Pardo,2030,ARZOBISPO MORCILLO - TORRE ESPACIO,-3.68759891590953,40.47969621463383
Fuencarral-El Pardo,836,ARZOBISPO MORCILLO - AC. HOSPITAL,-3.68927503822565,40.4803703804917
Fuencarral-El Pardo,1036,MONFORTE LEMOS - PEDRO RICO,-3.69125898764918,40.47883986548894
Fuencarral-El Pardo,1500,MONFORTE LEMOS - POLIDEPORTIVO - P.P.,-3.69421974783513,40.47936423125128
Fuencarral-El Pardo,1194,MONFORTE LEMOS - PUENTECESURES,-3.69667603048087,40.47962265842989
Fuencarral-El Pardo,1708,PEDRO RICO - PTE. BEGOÑA,-3.68943241209728,40.48335076914504
Fuencarral-El Pardo,1122,PTE. BEGOÑA - SAN MODESTO,-3.68930692095488,40.48443505387154
Chamartín,853,MAURICIO LEGENDRE - EMT SALIDA,-3.68345295243275,40.48022433997351
Chamartín,779,MAURICIO LEGENDRE - MANUEL CALDEIRO,-3.68418126909119,40.47633553507217
Chamartín,1147,MAURICIO LEGENDRE - FRANCISCO PALAU QUER,-3.68508068219584,40.47389270472219
Chamartín,698,MAURICIO LEGENDRE - VASCONCELOS,-3.68615994614782,40.47097500162324
Chamartín,388,AGUSTIN FOXA - ENRIQUE LARRETA,-3.68674836856955,40.46887746437942
Chamartín,733,AGUSTIN FOXA - VASCONCELOS,-3.68510112602424,40.47061100041874
Fuencarral-El Pardo,1661,ARZOBISPO MORCILLO - JULIO PALACIOS,-3.69399150155414,40.48158280653323
Tetuán,2152,PSO. CASTELLANA - MONFORTE LEMOS,-3.68692724703885,40.47507004706904
Chamartín,193,LOPEZ HOYOS - CARTAGENA - GRAL. ZABALA,-3.67590923526468,40.44280394477733
Chamartín,296,LOPEZ HOYOS - MANTUANO,-3.67387801256349,40.44438023504505
Chamartín,295,LOPEZ HOYOS - MARCENADO - EUGENIO SALAZAR,-3.67299005943826,40.44493821926029
Chamartín,586,LOPEZ HOYOS - CARDENAL SILICEO,-3.67174693475543,40.44570017673882
Chamartín,294,LOPEZ HOYOS - RAMOS CARRION,-3.66964838462123,40.44710692406787
Chamartín,648,LOPEZ HOYOS - CLARA REY,-3.66789162836683,40.44835008783785
Chamartín,238,LOPEZ HOYOS - ALFONSO XIII,-3.66644912023128,40.44909971348037
Chamartín,1117,CORAZON MARIA - CANILLAS,-3.66728821515805,40.44320181904556
Chamartín,1025,CORAZON MARIA - SANTA HORTENSIA,-3.66724469402394,40.44418916793954
Chamartín,1026,CORAZON MARIA - SANTA RITA,-3.66700908325156,40.44530465278046
Chamartín,682,CLARA REY - SANTA HORTENSIA,-3.66852101513172,40.44441266092256
Chamartín,555,PRADILLO - MARCENADO,-3.67386698570948,40.44875064344976
Chamartín,1330,MARCENADO - SAN ERNESTO,-3.67408829161618,40.44931724993089
Chamartín,1394,LOPEZ HOYOS - SANTA HORTENSIA,-3.67063245794299,40.44640806788896
Chamartín,1485,CLARA REY - CARDENAL SILICEO,-3.66948028866014,40.44292762536376
Chamartín,1504,CARTAGENA - CANILLAS,-3.6752394272885,40.44182807108295
Chamartín,1543,PRADILLO - GUSTAVO FERNANDEZ BALBUENA,-3.66808130815938,40.45026740254313
Chamartín,1544,PRADILLO - PANTOJA,-3.67234387338168,40.44891649160839
Chamartín,1602,LOPEZ HOYOS 169 - P.P.,-3.66539133533271,40.45005298364677
Chamartín,1660,CLARA REY - RAMOS CARRION,-3.66795715235802,40.44652404975425
Chamartín,1680,LOPEZ HOYOS - PADRE CLARET,-3.66492166847223,40.45040838931753
Chamartín,2205,LOPEZ DE HOYOS - SUERO QUIÑONES,-3.67466462296488,40.44381630785844
Chamartín,2214,CORAZON DE MARIA - ALUSTANTE,-3.66999349614553,40.44145965424179
Chamartín,2260,CORAZON DE MARIA - SAN NAZARIO,-3.66631010971254,40.44865698489057
Chamartín,4592,CLARA DEL REY -SANTA RITA,-3.66822178398638,40.44546669944011
Chamartín,1079,CLARA DEL REY - ALUSTANTE- POETA CLAUDIO RODRIGUEZ,-3.67070702538128,40.44213578035988
Chamartín,992,CLARA REY - PADRE XIFRE,-3.67278966739124,40.44063578489376
Salamanca,4661,AV.BRUSELAS-AV .BRUSELAS,-3.66295126303854,40.43963560912437
Salamanca,628,CARTAGENA - MEJICO,-3.67229281646429,40.43796229437866
Salamanca,421,CARTAGENA - FERRER  DEL RIO,-3.66988817136794,40.43613969198768
Salamanca,420,CARTAGENA - PILAR ZARAGOZA,-3.67030249110775,40.43459492825935
Salamanca,331,CARTAGENA - AZCONA,-3.67046237823807,40.43377487437242
Salamanca,187,CARTAGENA - MARTINEZ IZQUIERDO,-3.67046807159361,40.43306297976003
Salamanca,183,AV. TOREROS - CARTAGENA,-3.67054685153553,40.4318953895793
Salamanca,298,AV. TOREROS - RAFAELA BONILLA,-3.66737923615901,40.43224466747871
Salamanca,934,AV. TOREROS - JULIO CAMBA,-3.66511375431853,40.43250643749465
Salamanca,501,AV. TOREROS - COLOMER,-3.66433333575008,40.4334641022845
Salamanca,256,MARTINEZ IZQUIERDO - FRANCISCO ALTIMIRAS,-3.66475827024094,40.43528411191067
Salamanca,367,AV. BRUSELAS - AV. BAVIERA,-3.66352844609678,40.442182958985
Salamanca,638,AV. BRUSELAS - PL. VENECIA,-3.66295381270162,40.44106416505603
Salamanca,1062,AV. TOREROS - ROBERTO DOMINGO,-3.6614984834,40.43343175450673
Salamanca,932,MARTINEZ IZQUIERDO - VILLAFRANCA,-3.66556803344794,40.43516442635605
Salamanca,879,AV. BRASILIA - PTE. LA PAZ,-3.6611711705577,40.44082397479175
Salamanca,1386,AV. TOREROS -FRANCISCO ALTIMIRAS,-3.66361186390006,40.43355434745741
Salamanca,1478,CARTAGENA 69 - P.P.,-3.67079804414447,40.43703654718723
Salamanca,1699,AZCONA - CAMILO JOSE CELA,-3.66724608371853,40.4354250284682
Salamanca,1698,CAMILO JOSE CELA - MARQUES AHUMADA,-3.6674031949303,40.43684894445951
Salamanca,1700,CAMILO JOSE CELA - FRANCISCO REMIRO,-3.66779464219138,40.43816471658036
Salamanca,2279,AZCONA - ARDEMANS,-3.67131131455961,40.43334042954829
Fuencarral-El Pardo,841,MONFORTE LEMOS - AV. BETANZOS,-3.71212188443927,40.47776733793336
Fuencarral-El Pardo,1089,MONFORTE LEMOS - PL. VERIN,-3.70987825418475,40.4782179907008
Fuencarral-El Pardo,1088,MONFORTE LEMOS - PL. FONSAGRADA,-3.70848640630859,40.47852605730007
Fuencarral-El Pardo,1087,MONFORTE LEMOS - PL. ARTEIJO,-3.70702289804381,40.47881017936677
Fuencarral-El Pardo,839,GINZO LIMIA - MONFORTE LEMOS,-3.70424644097079,40.47941934296259
Fuencarral-El Pardo,1039,MONFORTE LEMOS - FINISTERRE,-3.70272166706959,40.47969514768409
Fuencarral-El Pardo,1077,MONFORTE LEMOS - COLEGIO PRINCIPE FELIPE,-3.70064341858352,40.47999100400615
Fuencarral-El Pardo,1091,MONFORTE LEMOS - BOMBEROS,-3.69902844167856,40.47985055395215
Fuencarral-El Pardo,4572,MONFORTE DE LEMOS 72-74 P.P.,-3.7135369630117,40.4776142075016
Chamartín,816,PADRE DAMIAN - GALDIANO - COLEGIO,-3.68570877986967,40.45731414082435
Chamartín,806,PADRE DAMIAN - PROF. WAKSMAN,-3.68690420131804,40.45608061524182
Chamartín,255,PADRE DAMIAN 18 - COLEGIO - P.P.,-3.68705111653958,40.45515127680237
Chamartín,739,PADRE DAMIAN - RAFAEL SALGADO,-3.68713975989237,40.45408382839773
Chamartín,1712,PADRE DAMIAN 37 - P.P.,-3.68534787107748,40.46097939571098
Chamartín,4590,"CONCHA ESPINA 10,P.P",-3.68832934992501,40.45192990421917
Chamartín,1377,ALFONSO XIII - TORPEDERO TUCUMAN,-3.67423363829036,40.46028975294008
Chamartín,812,ALFONSO XIII - PARAGUAY,-3.67167028163274,40.46021234682253
Chamartín,1378,ALFONSO XIII - STA. MARIA MAGDALENA,-3.66966401913369,40.46004207449859
Chamartín,1061,COLOMBIA - PUERTO RICO,-3.67439627491637,40.45702547659175
Chamartín,1207,COLOMBIA - VICTOR SERNA,-3.67200118533389,40.45693011877918
Chamartín,1080,PUERTO RICO - URUGUAY,-3.6741407949008,40.45512455985859
Chamartín,1728,VICTOR SERNA - URUGUAY,-3.67145039194806,40.45468522029266
Chamartín,4575,"COSTA RICA - ACC.M-30, P.P",-3.66656486668239,40.45967832429075
Arganzuela,1145,PSO. PONTONES - SANTA CASILDA,-3.71468596527844,40.40532577736579
Arganzuela,1875,PSO. PONTONES - ALEJANDRO DUMAS,-3.71911155442555,40.40417383855497
Arganzuela,776,PSO. PONTONES - PSO. MELANCOLICOS,-3.72041947496733,40.40402410701374
Arganzuela,1920,PSO. MELANCOLICOS - SAN ALEJANDRO,-3.72055654299718,40.40462617000557
Arganzuela,1839,PSO. MELANCOLICOS - SAN EPIFANIO,-3.71902670183553,40.40185717419625
Centro,670,RDA. SEGOVIA - GIL IMON - P.P.,-3.71534251603354,40.40810725780429
Arganzuela,529,PSO. IMPERIAL - RDA. SEGOVIA,-3.71834540243914,40.41094128488304
Arganzuela,1385,JUAN DUQUE - PSO. MELANCOLICOS,-3.71963322261616,40.40831391088362
Arganzuela,1384,PSO. IMPERIAL  - JEMENUÑO,-3.717384257415,40.40826878873742
Centro,69,PUERTA TOLEDO - BOMBEROS,-3.71162405729901,40.40673059025853
Arganzuela,410,TOLEDO - SANTA CASILDA,-3.71255722898308,40.40476765484944
Arganzuela,1423,TOLEDO -JUAN ANTONIO VALLEJO-NAJERA BOTAS,-3.71321679161247,40.40328881454819
Arganzuela,4603,Pº IMPERIAL - CALLES NUEVAS,-3.71557585088654,40.4032465118163
Arganzuela,859,PSO. YESERIAS - MELILLA,-3.71120946755691,40.39974788435057
Arganzuela,2209,PSO.  YESERIAS - VALDELAGUNA - P.P. - NAVES,-3.70575928858808,40.39725324002643
Centro,771,TOLEDO - CONCEPCION JERONIMA - COLEGIATA,-3.70744569781217,40.4133947884174
Centro,340,TOLEDO - PL. CEBADA,-3.70838070997216,40.41124295744349
Centro,339,TOLEDO - LOPEZ SILVA,-3.70914008335382,40.41040517798438
Centro,338,TOLEDO - ARGANZUELA - HUMILLADERO,-3.71016123194365,40.40910269154647
Centro,1043,"PL. CRUZ VERDE - SEGOVIA, 20 - P.P.",-3.71182025347533,40.41387847726197
Centro,1265,PL. PUERTA CERRADA - TINTOREROS,-3.70822097688221,40.41370343832649
Centro,427,PL. TIRSO MOLINA - DR. CORTEZO,-3.70399252592511,40.41246940898108
Centro,621,CONCEPCION JERONIMA - DUQUE RIVAS,-3.70642480505528,40.41390420257894
Arganzuela,2218,PSO. IMPERIAL - GIL IMON,-3.71696767399214,40.40713279187879
Arganzuela,4613,Pº MELANCOLICOS - DUQUE TOVAR,-3.72002880984752,40.40285327596522
Centro,4642,"TOLEDO 96, P.P",-3.7108649597235,40.40821060245955
Chamartín,1432,BAMBU - YUCA,-3.67638889593075,40.47651626950692
Chamartín,1100,AV. SAN LUIS - AV. BURGOS,-3.67565811263527,40.48078347599042
Tetuán,1255,MARQUES VIANA - FERRELUZ,-3.7019168850929,40.46245096177821
Tetuán,1318,MARQUES VIANA - RUIZ PALACIOS,-3.70346581217151,40.46324063731285
Tetuán,1990,MARQUES VIANA - PSO. DIRECCION,-3.70631810577713,40.46430088402764
Tetuán,1992,PSO. DIRECCION - PSO. DIRECCION,-3.70674082142098,40.4649405094853
Tetuán,2221,MARQUES VIANA-LUIS PORTONES-ANDREA PUECH,-3.70527838621947,40.46399776493246
Fuencarral-El Pardo,1273,JUAN SANCHEZ - CESAR MANRIQUE - CHANTADA,-3.72087893821405,40.4743451633751
Fuencarral-El Pardo,1513,CESAR MANRIQUE - CABRERA,-3.72027417223225,40.47233809588767
Fuencarral-El Pardo,1800,VALLE DE MENA - ANTONIO MACHADO,-3.72013871063112,40.47112341245384
Moncloa,904,ANTONIO MACHADO - VALDERRODRIGO,-3.71956366052748,40.46999629299322
Moncloa,905,ANTONIO MACHADO - VALDERREY,-3.71944926725195,40.46784266360017
Moncloa,1403,ANTONIO MACHADO - CENTRO CULTURAL - P.P.,-3.71980308339414,40.46676265286342
Moncloa,1323,ANTONIO MACHADO - SINESIO DELGADO,-3.71901737425308,40.46537723997412
Fuencarral-El Pardo,1799,VALLE DE MENA - JUAN ANDRES,-3.72292784092023,40.47189349255497
Fuencarral-El Pardo,1994,VALLE DE MENA - VALDERRODRIGO,-3.71744637331247,40.47046773302059
Fuencarral-El Pardo,1986,VALLE DE MENA - CNO. GANAPANES,-3.71453118335131,40.46968877298382
Fuencarral-El Pardo,1929,CNO. GANAPANES - CHANTADA,-3.71507512215379,40.47318654405507
Fuencarral-El Pardo,1331,MONFORTE LEMOS - CNO. GANAPANES,-3.71627833286318,40.47684939815646
Fuencarral-El Pardo,1426,JOAQUIN LORENZO - COLEGIO ISAAC NEWTON - P.P.,-3.72173529155062,40.47246517382847
Fuencarral-El Pardo,1922,CHANTADA - CANDIDO MATEO,-3.71778794861311,40.47315430180507
Fuencarral-El Pardo,2153,MONFORTE LEMOS - CANDIDO MATEOS - R.  CASTROVIEJO,-3.71940982738465,40.47622971799613
Fuencarral-El Pardo,2225,CNO. GANAPANES - BECERREÁ,-3.71470008734581,40.47123713669957
Latina,1355,CJAL. FRANCISCO JOSE JIMENEZ M. - SEPULVEDA,-3.75484018222024,40.40027760228769
Latina,1360,CJAL. FRANCISCO JOSE JIMENEZ M. - BERLANAS,-3.75212811597332,40.39971210182181
Latina,1361,CJAL. FRANCISCO JOSE JIMENEZ M. - CARBONERAS,-3.74993427960488,40.39999256303354
Latina,1362,CJAL. FRANCISCO JOSE JIMENEZ M. - CASTROSERNA,-3.74832578192894,40.40021076002457
Latina,689,DUQUESA PARCENT - DUQUESA PARCENT,-3.74748662257003,40.39540858834599
Latina,971,NTRA. SRA. VALVANERA - LAGUNA,-3.7425133009051,40.39423912029123
Latina,432,NTRA. SRA. VALVANERA - VIA CARPETANA,-3.74088278880012,40.39301360452865
Latina,439,VIA CARPETANA - LOPEZ MEZQUIA,-3.73875949638808,40.39463194540931
Villaverde,1271,VIRGEN DESAMPARADOS - ANOETA,-3.69876749446796,40.35259980442699
Villaverde,1023,AV. ANDALUCIA - FRANCISO PINO,-3.69265737354026,40.3497175676929
Usera,1253,AV. ANDALUCIA - M-40,-3.69399391107815,40.36456650631522
Usera,1644,AV. ANDALUCIA - CONIFERAS,-3.69417280175325,40.367115374247
Usera,1188,AV. ANDALUCIA - AV. ROSALES,-3.69429615436815,40.36877417915581
Usera,1670,AV. ANDALUCIA - AV. POBLADOS,-3.69452911502896,40.37084599139057
Villaverde,1765,AV. ANDALUCIA - GRAN VIA VILLAVERDE,-3.69296423030389,40.34579705262727
Villaverde,1692,AV. ANDALUCIA - SAN DALMACIO - P.P.,-3.69292245620327,40.3439063150097
Villaverde,1693,AV. ANDALUCIA - ROCAFORT - P.P.,-3.69280623689917,40.3415188940193
Villaverde,1893,AV. VERBENA PALOMA - SOTO PARRAL,-3.69599598249891,40.35770216164555
Villaverde,1597,JUAN JOSE MNEZ SECO - DIAMANTE,-3.6865521129273,40.35172567461102
Latina,2123,VIA CARPETANA - LUIS FEITO,-3.74328469511346,40.39075677603329
Carabanchel,650,OCA - NTRA. SRA. VALVANERA,-3.7348309426063,40.38984113639353
Carabanchel,4707,AV. ABRANTES - COLEGIO GONZALO DE BERCEO - P.P.,-3.72572999894167,40.38273062141548
Fuencarral-El Pardo,1639,ARROYO DEL MONTE P.P.,-3.72697702173797,40.48939428261575
Fuencarral-El Pardo,1638,GTA. GRACITA MORALES,-3.73062457721851,40.48657021066986
Latina,1442,AV. POBLADOS - BOMBEROS,-3.76444204809656,40.38787696190546
Latina,1745,AV. POBLADOS - INTERCAMBIADO ALUCHE - CARRIL BICI-P.P.,-3.75999811207554,40.3841904227851
Carabanchel,870,PSO. ERMITA SANTO - PTE. SAN ISIDRO,-3.72472156282307,40.40361564219691
Carabanchel,1008,PSO. ERMITA SANTO - IVAN VARGAS,-3.72466344528895,40.40246754006256
Carabanchel,1007,PSO. ERMITA SANTO - PSO. QUINCE MAYO,-3.7252844097516,40.40060083217914
Carabanchel,1812,VIA LUSITANA - AGUACATE,-3.74105500270633,40.36764900358745
Carabanchel,1816,AV. EURO - AGUACATE,-3.74187670743677,40.36819092359693
Carabanchel,1814,VIA LUSITANA - AV. DE LA PESETA,-3.74355384954271,40.36374021196316
Carabanchel,1817,AV. DE LA PESETA -  MARAVEDI,-3.74791070747898,40.36280802505179
Carabanchel,1815,AV. DE LA PESETA - LA CORONA,-3.75162512119819,40.36209031385141
Carabanchel,1807,AV. DE LA PESETA - AV. CARABANCHEL ALTO,-3.75380685777288,40.36217946781582
Carabanchel,1786,AV. DE LA PESETA - DE LOS MORALES,-3.75609364484931,40.36231749955279
Latina,1809,CTRA. AL Bº DE LA FORTUNA - AV. DE LA PESETA,-3.76620263998975,40.37000040214345
Latina,1808,CTRA. AL Bº DE LA FORTUNA - TROMPAS,-3.76586892326211,40.37176402604895
Carabanchel,1322,AV. CARABANCHEL ALTO - CARPIO TORTA,-3.75360760340235,40.36427008357606
Carabanchel,923,AV. CARABANCHEL ALTO - MURALLAS DE AVILA,-3.75354330351703,40.36623479432514
Carabanchel,1724,AV. CARABANCHEL ALTO - ALLARIZ,-3.75343277494845,40.36746344148733
Carabanchel,924,AV. CARABANCHEL ALTO - GOMEZ ARTECHE,-3.75317904514535,40.37020619015071
Carabanchel,2056,PINAR SAN JOSE - PATRIMONIO HUMANIDAD,-3.76437836646025,40.36338516173858
Carabanchel,282,GRAL. RICARDOS - PSO. QUINCE MAYO,-3.71685587300923,40.3972151243606
Carabanchel,289,GRAL. RICARDOS - MANUEL CARMONA,-3.71877851072894,40.39616164701094
Carabanchel,292,GRAL. RICARDOS - SALLABERRY,-3.72093189733783,40.39496950199752
Carabanchel,1914,PSO. QUINCE MAYO - SANTA SATURNINA,-3.71871055374923,40.39795588446139
Carabanchel,566,ANTONIO LEYVA - JACINTO VERDAGUER,-3.71513622984967,40.39603299618074
Carabanchel,447,ANTONIO LOPEZ - BALEARES,-3.71360473006888,40.39675981125135
Carabanchel,949,MARQUES JURA REAL - PEDRO YAGÜE,-3.70873395695281,40.39307759299897
Carabanchel,2150,JACINTO VERDAGUER - LOLA MEMBRIVES,-3.71623153672427,40.39583370344625
Carabanchel,1009,MARQUES JURA REAL - BALEARES,-3.71258465116292,40.39066178816251
Usera,922,ANTONIO LOPEZ - SAN GRACIANO,-3.70417353033688,40.39216201805227
Usera,304,ANTONIO LOPEZ - EUGENIO CAXES,-3.70324585469937,40.39146141806293
Usera,1621,"ANTONIO LOPEZ, 193 - P.P.",-3.69590216942726,40.38422954466269
Usera,1622,"ANTONIO LOPEZ, 211 - P.P.",-3.69570242639315,40.38233985249849
Usera,677,ANTONIO LOPEZ - DR. TOLOSA LATOUR,-3.69553352224814,40.38040218329817
Usera,955,ANTONIO LOPEZ 264 - P.P.,-3.69535630221304,40.37880538137997
Carabanchel,1672,JOAQUIN TURINA - CNO. CRUCES,-3.75787302257087,40.37202499474417
Carabanchel,560,JOAQUIN TURINA - COLEGIO JUAN XXIII,-3.7588286143,40.37213336825447
Carabanchel,1970,JOAQUIN TURINA - SITIO ESCORIAL,-3.76084056595088,40.37238432039729
Carabanchel,1969,JOAQUIN TURINA -  JACOBEO,-3.76230745486934,40.37257493078877
Latina,1973,AV. AVIACION - FLAUTAS,-3.77074466720607,40.37392586550721
Latina,915,AV. AVIACION - RAFAEL FINAT - DANZA,-3.77323412880848,40.37431135619855
Latina,1972,AV. AVIACION - VALLE INCLAN,-3.77526930845535,40.37457411574087
Latina,1588,AV. AVIACION - ALDEANUEVA VERA,-3.77675798839249,40.37484671892098
Latina,1971,AV. AVIACION - NAVALMORAL DE LA MATA,-3.77797096498472,40.37507438381735
Latina,1974,AV. AVIACION - MIRABEL,-3.78144650516879,40.37566372847353
Latina,903,AV. AVIACION - MONROY,-3.78346808141719,40.37751173226382
Latina,919,RAFAEL FINAT - BLAS CABRERA,-3.77199563585259,40.37753192105246
Latina,768,RAFAEL FINAT 44 - COLEGIO - P.P.,-3.77127473780252,40.37826316457186
Latina,1614,RAFAEL FINAT - JOSE CADALSO,-3.77000503179864,40.37941522408509
Latina,910,RAFAEL FINAT - GRAL. MILLAN ASTRAY,-3.76847476218735,40.38063897890468
Latina,1558,BLAS CABRERA - VALLE INCLAN,-3.7734462237548,40.37837338879254
Latina,1687,BLAS CABRERA - OLIVA PLASENCIA,-3.77456153250765,40.37903004287094
Latina,1669,OLIVA PLASENCIA - COLEGIO ALC. MOSTOLES,-3.77645270031268,40.37928489650174
Latina,1559,BLAS CABRERA - JOSE CADALSO,-3.76853471533878,40.37740818742299
Latina,1247,BLAS CABRERA - GRAL. MILLAN ASTRAY,-3.76659625797344,40.37793658788426
Latina,1844,GRAL. MILLAN ASTRAY - ROMPEDIZO - RODEOS,-3.76567290881543,40.37578027074306
Latina,1038,RAFAEL FINAT - AV. LAS AGUILAS,-3.76458863204328,40.38420361065598
Latina,1424,GUAREÑA - LUIS CHAMIZO - ONIL,-3.76549271309173,40.38685277627756
Carabanchel,4757,JOAQUIN TURINA - MADRE CELESTE,-3.75671384603531,40.37189561626969
Usera,714,AV. ROSALES - COLONIA SAN FERMIN,-3.69192238465365,40.36787307345365
Usera,1610,AV. ROSALES - RUTILO,-3.68824181639835,40.36578575199167
Usera,1611,AV. ROSALES - PERIANA,-3.68703744099431,40.36515849078049
Villaverde,1197,AV. ROSALES - M-40,-3.6839206772533,40.36151009055614
Villaverde,601,CRA. VALLECAS - AV. ROSALES,-3.68253313808766,40.36036957631389
Villaverde,1525,AV. ROSALES - CONCEPCION OLIVA,-3.68050061489596,40.35416314731714
Villaverde,1526,AV. ROSALES - MIGUEL SOLAS,-3.67816581552003,40.35189461751627
Villaverde,1957,AV. ROSALES - ZAFIRO,-3.67539537386036,40.34900470149889
Usera,996,ESTAFETA - SAN FERMIN,-3.69220151205574,40.3712991901678
Usera,1646,ESTAFETA - GIRALDA - CARABELOS,-3.69248913774438,40.37466027776339
Villaverde,1960,OROVILLA - CIRCULO,-3.68998774002577,40.36252155938421
Villaverde,1612,OROVILLA - UNANIMIDAD,-3.68972421291212,40.36139814245546
Villaverde,1601,OROVILLA - FELICIDAD,-3.68969152156327,40.3591110301347
Villaverde,1641,OROVILLA - CIUDADANIA,-3.68952696251533,40.3566599176902
Usera,2054,OROVILLA -  SILVINA,-3.6924622786423,40.36606031412708
Villaverde,2138,AV. ROSALES - ORO,-3.67746013848558,40.35075885052894
Villaverde,2222,AV. ROSALES - AMERICIO,-3.68124640911531,40.35704391585293
Villaverde,2223,AV. ROSALES - EUSKALDUNA,-3.68136999907114,40.35616095269675
Usera,4653,AV. ROSALES - M-40 - TANATORIO,-3.68442470675093,40.36271952915397
Villaverde,1870,AV. REAL PINTO - SAN EZEQUIEL,-3.71274537063756,40.33362157400318
Villaverde,1869,AV. REAL PINTO - RESINA- MONTEJO,-3.71169213651704,40.33575660777436
