type,district,id,id_cruce,Longitude,Latitude
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,3442,99,-3.7055175292781,40.43005074933898
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,3444,99,-3.70524469055048,40.42941123216429
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,3439,99,-3.70635564468908,40.42953130742721
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,3443,99,-3.70526749656036,40.4296245056492
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,3445,99,-3.70583629975934,40.42917602725547
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,3441,99,-3.70576066221331,40.43005480300281
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,3446,99,-3.70603190832791,40.4291650105494
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,3440,99,-3.70638807346757,40.42976632975741
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4398,2096,-3.69686749212963,40.42664364656216
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4399,2096,-3.69688777741361,40.42658687025045
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4397,2096,-3.69666147190556,40.42663474790906
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4396,2096,-3.69681545062326,40.42663975574932
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4424,1843,-3.69254225707277,40.42616211599049
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4425,1843,-3.6926955979363,40.42602586810429
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,3448,34,-3.70254171224822,40.42933136662768
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,3451,34,-3.70233768820049,40.42864990293704
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE),Centro,7277,34,-3.70223193744505,40.42850411768804
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8551,34,-3.70254724366519,40.42906191572158
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE),Centro,8057,34,-3.701690918857,40.42878228187826
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE),Centro,8058,34,-3.70171011225007,40.42891445000198
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE),Centro,8059,34,-3.70164024249894,40.42898879782683
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8550,34,-3.70247564098319,40.42894444114182
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,9534,34,-3.70232674019162,40.42872757354223
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,9535,34,-3.70225676068049,40.42875170688335
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8549,34,-3.70270338164316,40.42919665398512
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,9537,34,-3.70209479029547,40.4287930013476
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,9536,34,-3.70218296935576,40.42880269792928
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE),Centro,7276,34,-3.70216060547914,40.42854877601341
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,3452,34,-3.70233143276021,40.42858875898241
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8548,34,-3.70263816433985,40.42909334060381
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,3449,34,-3.7017591955797,40.42925964633657
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,3450,34,-3.70154305324064,40.42919940152832
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,3447,34,-3.70242957935501,40.42941463211756
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE),Centro,8174,35,-3.69940201670466,40.42822082558266
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE),Centro,8172,35,-3.69969424028253,40.4283851415889
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,3454,35,-3.69953870165873,40.42863355997409
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE),Centro,8109,35,-3.69911557962925,40.42846240358468
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE),Centro,8173,35,-3.69959114628922,40.4285848051947
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE),Centro,8175,35,-3.69931641473092,40.42826791568562
other,Centro,10798,35,-3.69924561155478,40.42801783191483
other,Centro,10799,35,-3.69935976017396,40.42796056642805
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE),Centro,8110,35,-3.69913597232836,40.42824638402334
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,3453,35,-3.69937840404292,40.42866891203843
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4423,36,-3.69516865381191,40.42746855641496
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4414,36,-3.69572143495965,40.4282626110702
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4417,36,-3.69617310759783,40.42753551211234
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4413,36,-3.69489866515269,40.42821529455346
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4415,36,-3.69595226332737,40.42820416863823
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4419,36,-3.69625232993635,40.42775188215924
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE),Centro,8171,36,-3.69525378809246,40.42795042446303
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE),Centro,8170,36,-3.69546524026132,40.4280287577672
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4412,36,-3.69483797087552,40.42827345545297
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4420,36,-3.69651033453896,40.42782004656982
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4422,36,-3.69534469353156,40.4273474325235
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4421,36,-3.69654539402109,40.42793160175025
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4418,36,-3.69632400904771,40.42765845676143
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4416,36,-3.69602928424555,40.427497979576
other,Centro,10111,415,-3.70606624635942,40.42805912927255
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4387,415,-3.7061829475881,40.42795170754341
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4386,415,-3.70634011491276,40.42794575225331
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,7138,37,-3.69355778545351,40.42640322642427
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,7137,37,-3.69351170737914,40.42637828764665
other,Centro,7927,414,-3.70674747223011,40.42666882942259
other,Centro,7928,414,-3.70656997595572,40.42708062558658
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4391,591,-3.70117663758484,40.4261178487853
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4394,591,-3.70128762493431,40.42640029347361
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4392,591,-3.70110076846624,40.42622655569912
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4393,591,-3.70123762407049,40.42635182131506
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4395,591,-3.7013801017043,40.42637346791967
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4388,591,-3.70122649131903,40.42602134526134
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4400,542,-3.69699773225115,40.4261004773722
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4401,542,-3.69713666115169,40.42614606405937
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE),Centro,6210,542,-3.69763004136387,40.42620183460129
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE),Centro,6211,542,-3.69758982159927,40.42633219479395
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4318,427,-3.70410171422019,40.41251127798903
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4317,427,-3.7039774664704,40.41256492407645
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,24,41,-3.7074290639187,40.42541511634393
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,23,41,-3.70734416942824,40.42536579941591
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4441,42,-3.69111227134287,40.42481193999122
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4430,42,-3.68974512243556,40.42569464211508
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4447,42,-3.69053012997712,40.42433119949749
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4436,42,-3.69079952000903,40.42568819879651
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4435,42,-3.69068471230254,40.42566807332054
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4427,42,-3.69014477241929,40.42590921107647
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4426,42,-3.69041179399028,40.42594902387812
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4429,42,-3.68981694099089,40.42588256863228
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4428,42,-3.6899784982589,40.42590716584513
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4438,42,-3.69126953593552,40.42544259396674
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4443,42,-3.69011780816604,40.42455432313733
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4432,42,-3.6897842519899,40.4253868373494
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,9831,42,-3.68977167592344,40.42548050987816
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,9830,42,-3.68982864568068,40.42549835717319
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4448,42,-3.69078958421502,40.4243508165065
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4445,42,-3.69037770458063,40.42430950486433
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4446,42,-3.69046895259762,40.42433410201333
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4434,42,-3.69065989123248,40.42566390814377
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4444,42,-3.69013865022077,40.42442358126359
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4437,42,-3.69121920578585,40.4255555056958
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4433,42,-3.69059904845914,40.42563699946464
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4442,42,-3.69100647548894,40.4247848566453
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4440,42,-3.69120115771502,40.42521040457493
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4439,42,-3.69111834385523,40.42533296259187
other,Centro,7131,827,-3.70084761540983,40.42502711686637
other,Centro,7130,827,-3.700748476274,40.42504901922506
other,Centro,7129,827,-3.70065704661568,40.42498904748204
other,Centro,5769,442,-3.695527582049,40.42467602807569
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,6531,2206,-3.69202673289379,40.42059509929123
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,6532,2206,-3.69213002595309,40.42062106004538
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,26,176,-3.70914046778462,40.42424554189751
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8942,176,-3.70899551262175,40.42434884877342
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8944,176,-3.70921333896219,40.42449109569924
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8943,176,-3.7091596204064,40.42449797880062
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,25,176,-3.70924880359042,40.42425841163356
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE),Centro,7089,347,-3.70735544334112,40.42436291013274
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE),Centro,7090,347,-3.70745069193256,40.42423716970774
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4405,826,-3.69418436830066,40.42377193922557
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4406,826,-3.69412621555478,40.42371016591943
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4407,826,-3.69409030146572,40.42370106502793
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4404,826,-3.69418498435392,40.42387480182629
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,42,39,-3.71119056024051,40.42349479128672
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,44,39,-3.71064163154942,40.42350936200521
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8674,39,-3.71072078531905,40.42319342924694
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,47,39,-3.71109498676887,40.42316694138167
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,48,39,-3.71122984284929,40.42332964765574
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8675,39,-3.7105805066243,40.42332304964291
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,43,39,-3.71067798798893,40.4235461075594
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,39,39,-3.71106622898778,40.42366662968074
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4461,40,-3.69149080328867,40.42311796709809
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4460,40,-3.69142377957235,40.42297632041445
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4450,40,-3.69158337610778,40.42357676609524
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4457,40,-3.69095970097027,40.42292341538288
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4453,40,-3.69086173053303,40.42344439373755
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4456,40,-3.69072373568448,40.4230509968363
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4451,40,-3.69120517346822,40.42348084232547
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4449,40,-3.69164541575118,40.42359662156547
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4464,40,-3.69188665679746,40.42323908334726
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4452,40,-3.6909430799565,40.42347236579672
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4465,40,-3.69187668635631,40.42309821027833
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4458,40,-3.69106657286762,40.42295835801973
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4463,40,-3.69191607481296,40.42334187920475
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4466,40,-3.6918110999642,40.42307981450877
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4455,40,-3.69070419379297,40.42309971753141
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4454,40,-3.69079257090312,40.42342582172372
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4462,40,-3.69149054120754,40.42326616461078
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4459,40,-3.69115796251891,40.42296046060864
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4539,374,-3.69933912915715,40.42262040330129
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4538,374,-3.69925914394871,40.4226848839982
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4540,374,-3.69923778447396,40.42271437870374
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4537,374,-3.69937128436571,40.42271998470449
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8668,45,-3.70788309844556,40.4213854602706
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8669,45,-3.70806410855274,40.42142250773404
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8671,45,-3.70812649275241,40.42176163940212
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8667,45,-3.70764817451365,40.42126516985677
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8673,45,-3.70794228358999,40.42176036951012
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8670,45,-3.7082028447965,40.42158917168931
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8672,45,-3.70779963176257,40.421680340487
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8666,45,-3.70761103049528,40.42143217763037
other,Centro,5633,2158,-3.69276581120132,40.41090023543091
other,Centro,5634,2158,-3.69262881634024,40.41093093889807
other,Centro,5635,2158,-3.69242955397169,40.41095919923021
other,Centro,5632,2158,-3.69296130642812,40.41089389170784
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8677,526,-3.70705700615712,40.42105367390418
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8678,526,-3.70697417792896,40.42082052964126
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,6987,526,-3.70676229693941,40.42089947707081
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8679,526,-3.70708331912399,40.42089122963313
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,6986,526,-3.70681263611437,40.42093060898944
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8676,526,-3.70718085576994,40.42093931031279
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8664,43,-3.70631169882281,40.42061015524101
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8663,43,-3.70631302832811,40.42024247032812
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8660,43,-3.70561321639598,40.42035252524932
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8665,43,-3.70635628895446,40.42042034431403
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8658,43,-3.70542230324855,40.42022185087285
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8659,43,-3.70552055418879,40.42034099254315
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8661,43,-3.70571021111716,40.42035399423553
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8662,43,-3.70610845235781,40.42019345407419
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8526,44,-3.70395318962317,40.42025480261505
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8395,44,-3.70384053411368,40.42022819100765
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4526,44,-3.70387371251354,40.4201132665734
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4528,44,-3.70376923053355,40.42024127538474
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4525,44,-3.70396563944007,40.42012046513395
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4527,44,-3.70362147910401,40.42009850378344
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8401,44,-3.70467297568983,40.42028434443065
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8400,44,-3.70490423286766,40.42030063992738
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8398,44,-3.70480980762195,40.4202969501851
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8397,44,-3.70482116691703,40.42016049382294
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8396,44,-3.70491927025308,40.42018552551253
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8399,44,-3.70466185036525,40.42017222914537
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4520,173,-3.7023462432323,40.42000164178926
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8421,173,-3.70268175817063,40.42001536288068
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4515,173,-3.70307385082551,40.42017647574943
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4517,173,-3.70305620621204,40.42005847894966
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4524,173,-3.70233878541274,40.42014369498391
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8523,173,-3.70215702283818,40.42010842959464
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8525,173,-3.70298533706713,40.42004868934617
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8422,173,-3.70276785490375,40.42015119815967
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4523,173,-3.70224175046998,40.4201204530695
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4516,173,-3.70298507042189,40.42019100311953
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8524,173,-3.70217082043423,40.41999762894419
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,4519,173,-3.70246540711633,40.42002267000206
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,9811,47,-3.70144142059855,40.4199550116273
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,9810,47,-3.70143606398858,40.42006762963834
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8546,47,-3.70117256245951,40.42012540020591
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8545,47,-3.70112147413006,40.42008628819091
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8540,47,-3.70162170828264,40.42007371127966
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,8541,47,-3.70127240871256,40.41995032275452
AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH),Centro,9812,47,-3.70127917591515,40.42006288084551
