"tipo_elem";distrito;id;id_cruce;"fecha_inst";utm_x;utm_y;longitud;latitud
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1498;284;"2018-11-17 00:00:00";440427.03446733;4472174.071690056;-3.70199525833916;40.39804231085306
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1494;284;"2018-11-17 00:00:00";440388.825315271;4472162.558651952;-3.70244439691688;40.39793586141241
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1495;284;"2018-11-17 00:00:00";440396.977348455;4472166.765652821;-3.70234873590909;40.39797434368832
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1502;284;"2018-11-17 00:00:00";440428.250968317;4472134.426300287;-3.70197721495407;40.39768525221928
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1501;284;"2018-11-17 00:00:00";440433.011765725;4472142.582071485;-3.70192188203697;40.39775906406337
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;6769;284;"2018-11-17 00:00:00";440396.4713456;4472173.491099077;-3.70235532771455;40.39803489367645
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1522;617;"2018-11-17 00:00:00";440862.181638114;4472103.420349497;-3.696861374524;40.39743686223158
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1524;617;"2018-11-17 00:00:00";440882.076337049;4472070.586235108;-3.69662390947933;40.39714248813236
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1523;617;"2018-11-17 00:00:00";440879.265633837;4472088.768524;-3.69665871574237;40.39730608403184
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1521;617;"2018-11-17 00:00:00";440850.969546557;4472086.374512736;-3.69699190146732;40.39728250829702
"other";2;11139;196;"2025-01-21 00:00:00";441072.433780493;4472220.95639172;-3.69439488089976;40.39851059170693
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1515;196;"2018-11-23 00:00:00";441066.831092374;4472094.793444551;-3.69444921972931;40.39737365399536
"other";2;1517;196;"2023-03-24 00:00:00";441077.151742294;4472214.517517325;-3.6943386930055;40.3984529208318
"other";2;1518;196;"2023-03-24 00:00:00";441095.952962214;4472215.855938545;-3.69411728127824;40.39846630811622
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1516;196;"2018-11-23 00:00:00";441085.370050631;4472092.627413772;-3.69423057748218;40.39735545298593
"other";2;11138;196;"2025-01-21 00:00:00";441071.858065021;4472215.058506553;-3.69440111869462;40.39845741976507
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;7690;636;"2020-08-19 00:00:00";440283.895044063;4472013.374349596;-3.70366679099821;40.3965844166836
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;4235;636;"2018-11-17 00:00:00";440257.646910497;4471959.880078597;-3.70397104552488;40.39610063089065
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;4234;636;"2018-11-17 00:00:00";440249.679438564;4471961.295619297;-3.70406505594366;40.39611281121316
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;7691;636;"2020-08-19 00:00:00";440282.826655921;4472003.98177269;-3.70367849858488;40.39649972701898
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1526;615;"2018-11-14 00:00:00";440733.099618057;4471996.165486394;-3.69837234578545;40.39646147909998
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1525;615;"2018-11-14 00:00:00";440735.798496065;4472001.899549602;-3.69834107945892;40.39651332654418
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1528;615;"2018-11-14 00:00:00";440758.10007827;4471986.945550888;-3.69807691542749;40.39638019995161
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1527;615;"2018-11-14 00:00:00";440737.844136563;4471981.256892708;-3.69831505505392;40.39632751246068
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1503;616;"2018-11-17 00:00:00";440917.343068942;4472002.07039528;-3.69620201063965;40.39652776477967
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1504;616;"2018-11-17 00:00:00";440899.700483667;4471998.906969373;-3.69640959431621;40.39649801519228
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1506;616;"2018-11-17 00:00:00";440905.795604546;4471977.25734181;-3.69633576810433;40.39630341666403
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1505;616;"2018-11-17 00:00:00";440902.649863881;4471985.56100276;-3.69637360398669;40.39637799711976
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1508;616;"2018-11-17 00:00:00";440934.588601501;4471965.00228905;-3.69599537314542;40.39619505935725
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1507;616;"2018-11-17 00:00:00";440919.574886569;4471955.023949961;-3.69617134854857;40.39610410437473
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1509;202;"2018-11-24 00:00:00";441052.072150788;4471961.255080335;-3.69461075917488;40.39616962641517
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1510;202;"2018-11-24 00:00:00";441071.522497473;4471961.258905797;-3.69438158303945;40.39617103735955
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1562;237;"2018-11-16 00:00:00";441018.395259446;4471806.939491129;-3.69499326814917;40.39477708679534
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1570;237;"2018-11-16 00:00:00";441048.963433385;4471692.450010677;-3.69462250304604;40.39374786978718
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1563;237;"2018-11-16 00:00:00";441037.761760532;4471806.818385145;-3.69476507308824;40.39477736707524
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1572;237;"2018-11-16 00:00:00";441077.171861474;4471700.698147424;-3.69429090828732;40.39382416940614
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1571;237;"2018-11-16 00:00:00";441060.5549679;4471689.319101371;-3.69448563925543;40.39372048526266
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1564;237;"2018-11-16 00:00:00";441057.338778697;4471805.25170643;-3.69453426381674;40.39476463932778
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1559;237;"2018-11-16 00:00:00";441006.097745456;4471791.854906539;-3.69513676488431;40.3946403260081
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1561;237;"2018-11-16 00:00:00";441012.577906732;4471801.127394475;-3.69506127212813;40.39472431640142
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1565;237;"2018-11-16 00:00:00";441098.033548127;4471751.890459604;-3.69404984604114;40.39428681223844
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1568;237;"2018-11-16 00:00:00";440988.172311965;4471726.294229208;-3.69534189360041;40.39404845129157
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1567;237;"2018-11-16 00:00:00";440978.327764999;4471741.120980714;-3.69545925891341;40.39418132085031
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1569;237;"2018-11-16 00:00:00";441025.913350196;4471687.765839273;-3.69489365040732;40.39370404054803
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1566;237;"2018-11-16 00:00:00";441102.874377434;4471741.545091959;-3.69399185303364;40.39419395806795
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1560;237;"2018-11-16 00:00:00";441012.642987341;4471795.443447929;-3.69505997880581;40.39467311705128
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1548;413;"2018-11-14 00:00:00";440729.19472947;4471737.442455969;-3.69839427385804;40.39413049090216
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1549;413;"2018-11-14 00:00:00";440691.397388049;4471716.532182856;-3.69883766514627;40.39393942972846
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1552;413;"2018-11-14 00:00:00";440684.07538316;4471697.520034169;-3.69892216391334;40.39376763705895
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1558;413;"2018-11-14 00:00:00";440747.761636467;4471635.772875753;-3.69816605370518;40.39321591973584
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1555;413;"2018-11-14 00:00:00";440759.174621527;4471655.482839449;-3.69803341805391;40.39339428914181
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1547;413;"2018-11-14 00:00:00";440714.292672759;4471733.5693717;-3.69856949344549;40.39409453954571
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1553;413;"2018-11-14 00:00:00";440781.712732442;4471700.121738645;-3.69777202159915;40.39379802223643
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1554;413;"2018-11-14 00:00:00";440788.122394507;4471686.057038345;-3.69769519380039;40.39367177581794
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1591;342;"2018-11-24 00:00:00";441049.779621264;4471424.660369838;-3.69458809885572;40.39133553745491
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1592;342;"2018-11-24 00:00:00";441053.554958839;4471416.826088958;-3.69454289350215;40.39126522928883
"other";2;9735;342;;440948.750169901;4471374.958230734;-3.69577379925214;40.39088063828576
"other";2;9736;342;;440956.816704877;4471399.547971476;-3.69568104114964;40.3911027274385
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1605;342;"2018-11-24 00:00:00";441061.561771622;4471378.71749379;-3.69444503240712;40.39092249347618
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1604;342;"2018-11-24 00:00:00";441023.786198203;4471351.609359935;-3.69488758379842;40.39067561535674
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1596;342;"2018-11-24 00:00:00";440962.512419689;4471348.783206546;-3.69560923006945;40.39064581537653
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1585;342;"2018-11-24 00:00:00";440958.698322009;4471433.308879564;-3.69566200206588;40.3914069968478
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1588;342;"2018-11-24 00:00:00";440970.479411396;4471452.396601886;-3.69552496862878;40.3915797840713
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1590;342;"2018-11-24 00:00:00";441021.871720228;4471464.466808779;-3.69492059034648;40.39169215930806
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1589;342;"2018-11-24 00:00:00";441002.980012495;4471458.796383899;-3.695142644549;40.39163973927524
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1606;342;"2018-11-24 00:00:00";441055.127337791;4471358.224559428;-3.69451894458443;40.39073742697255
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1593;342;"2018-11-24 00:00:00";440946.202081564;4471363.677228824;-3.69580277414991;40.39077883243386
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;4237;637;"2018-11-13 00:00:00";440294.464849846;4471939.714960302;-3.70353534338135;40.39592161364095
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;2712;637;"2018-11-13 00:00:00";440319.920684744;4471983.683949122;-3.7032395291093;40.39631953300303
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;2713;637;"2018-11-13 00:00:00";440313.410290284;4471983.706709551;-3.70331624092127;40.39631927147899
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;4236;637;"2018-11-13 00:00:00";440291.966676029;4471945.733864136;-3.70356534269799;40.39597565586323
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1453;1384;"2018-09-02 00:00:00";439141.494604103;4473310.46100968;-3.71725132656238;40.4081864814345
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1454;1384;"2018-09-02 00:00:00";439128.601630387;4473300.878635065;-3.71740234952838;40.40809921636825
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;4263;1423;"2018-11-01 00:00:00";439497.718354723;4472775.576250198;-3.71300249248102;40.40339395375221
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;4262;1423;"2018-11-01 00:00:00";439487.374456274;4472779.222661745;-3.71312473014332;40.40342605064689
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;4267;1423;"2018-11-01 00:00:00";439476.436256721;4472749.661586961;-3.71325081353021;40.40315895544531
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;4264;1423;"2018-11-01 00:00:00";439511.471791875;4472758.104029007;-3.71283876356553;40.40323755497977
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;4265;1423;"2018-11-01 00:00:00";439509.343577451;4472751.806028267;-3.71286324355869;40.40318066498595
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;4815;1423;"2018-11-01 00:00:00";439417.130482374;4472635.574839082;-3.71393880338429;40.40212689494786
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;4816;1423;"2018-11-01 00:00:00";439426.912573241;4472631.975396033;-3.71382319230736;40.40209518113467
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;4818;1423;"2018-11-01 00:00:00";439443.235226627;4472629.082768437;-3.71363057706311;40.40207031023814
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;4817;1423;"2018-11-01 00:00:00";439433.497610352;4472632.564264808;-3.71374565271537;40.40210096496062
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;4260;1423;"2018-11-01 00:00:00";439470.028689581;4472782.434267534;-3.71332943564789;40.40345372147688
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;4261;1423;"2018-11-01 00:00:00";439480.907954531;4472778.513010501;-3.71320086302543;40.40341918777538
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;4259;1423;"2018-11-01 00:00:00";439449.968760058;4472780.417024098;-3.71356562724548;40.40343409061923
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;4269;1423;"2018-11-01 00:00:00";439458.551966257;4472749.447203773;-3.71346153828225;40.40315572397212
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;4268;1423;"2018-11-01 00:00:00";439468.766349801;4472745.809459311;-3.71334082795898;40.40312369609075
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;4258;1423;"2018-11-01 00:00:00";439447.744952038;4472774.246170095;-3.71359124524949;40.40337833892391
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;4266;1423;"2018-11-01 00:00:00";439487.010243805;4472745.761136512;-3.71312584082356;40.40312458689825
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1876;1115;"2019-03-19 00:00:00";441807.324120166;4472461.380999238;-3.68575759573764;40.40072814273471
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1882;1115;"2019-03-19 00:00:00";441874.144814703;4472389.946127841;-3.68496369431083;40.40008928646031
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1877;1115;"2019-03-19 00:00:00";441796.920090816;4472452.682656454;-3.68587939591662;40.4006490562974
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1883;1115;"2019-03-19 00:00:00";441890.709797565;4472378.626327725;-3.68476747007033;40.39998846778727
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1878;1115;"2019-03-19 00:00:00";441797.597109497;4472448.935154809;-3.68587107568167;40.40061534413604
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1879;1115;"2019-03-19 00:00:00";441788.007011185;4472440.933691539;-3.68598334835297;40.40054259234132
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1885;1115;"2019-03-19 00:00:00";441848.118904458;4472355.773825921;-3.68526724525347;40.39977962705823
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1881;1115;"2019-03-19 00:00:00";441784.521661277;4472424.045152128;-3.68602287331553;40.40039020775844
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1884;1115;"2019-03-19 00:00:00";441852.030417742;4472350.837911064;-3.6852207039045;40.39973543485244
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1880;1115;"2019-03-19 00:00:00";441779.061709905;4472433.468084704;-3.68608807187908;40.40047471280104
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1618;1076;"2019-04-26 00:00:00";441280.99439179;4471249.546101735;-3.69184782744624;40.38977434577956
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1619;1076;"2019-04-26 00:00:00";441285.709454847;4471238.948323298;-3.69179129985698;40.38967920765894
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1614;1076;"2019-04-26 00:00:00";441240.982350441;4471261.132683841;-3.6923202995467;40.38987590250143
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1617;1076;"2019-04-26 00:00:00";441260.665249784;4471274.579564814;-3.69208964453316;40.38999842737137
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1620;1076;"2019-04-26 00:00:00";441246.149276951;4471206.774011025;-3.69225441097041;40.38938657491197
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1621;1076;"2019-04-26 00:00:00";441239.035994855;4471213.561950646;-3.69233884206583;40.38944722257244
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1622;1076;"2019-04-26 00:00:00";441224.078503085;4471233.666474705;-3.69251691857412;40.38962727965685
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1616;1076;"2019-04-26 00:00:00";441253.941469112;4471271.800907922;-3.69216860496653;40.38997292158844
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1615;1076;"2019-04-26 00:00:00";441252.959929903;4471266.169306953;-3.69217964961852;40.38992211989087
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1623;1076;"2019-04-26 00:00:00";441231.009288225;4471254.933216318;-3.69243722568252;40.38981935083906
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1644;1118;"2018-11-21 00:00:00";441426.466812542;4470898.455771724;-3.69010165495668;40.38662177548382
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1642;1118;"2018-11-21 00:00:00";441441.179544194;4470917.881812152;-3.68993011010289;40.38679781012263
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1643;1118;"2018-11-21 00:00:00";441430.463638286;4470914.513533804;-3.69005604473338;40.38676671354395
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1645;1118;"2018-11-21 00:00:00";441421.287675211;4470891.307427961;-3.6901620130066;40.38655701516315
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1640;1118;"2018-11-21 00:00:00";441450.549481289;4470932.831018608;-3.68982109663721;40.38693313927904
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1638;1118;"2018-11-21 00:00:00";441434.29555068;4470944.685436667;-3.69001367474799;40.3870387878495
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1639;1118;"2018-11-21 00:00:00";441435.981263696;4470936.723311924;-3.68999308328217;40.38696717920092
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1641;1118;"2018-11-21 00:00:00";441451.633492471;4470925.492391954;-3.68980765138119;40.38686710511707
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1900;1127;"2019-03-18 00:00:00";442057.134475127;4471667.434596207;-3.68274171247153;40.39359326397264
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1897;1127;"2019-03-18 00:00:00";442079.728091368;4471686.028916322;-3.68247720063127;40.39376234327297
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1903;1127;"2019-03-18 00:00:00";442042.885432419;4471680.877966114;-3.68291082134209;40.39371337780751
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1902;1127;"2019-03-18 00:00:00";442048.129070507;4471676.154804156;-3.68284860970553;40.39367119384328
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1898;1127;"2019-03-18 00:00:00";442075.934036679;4471674.758323411;-3.68252087799068;40.39366054774892
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1899;1127;"2019-03-18 00:00:00";442070.970586718;4471662.467691138;-3.68257824050144;40.39354948180252
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1901;1127;"2019-03-18 00:00:00";442052.655518085;4471673.858109869;-3.68279506904426;40.39365081889635
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1895;1127;"2019-03-18 00:00:00";442049.820204059;4471700.691287972;-3.68283091717801;40.39389234957487
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1894;1127;"2019-03-18 00:00:00";442042.216217548;4471694.67825086;-3.68291996217775;40.39383765175075
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1896;1127;"2019-03-18 00:00:00";442070.069800908;4471699.385486847;-3.68259221206955;40.39388199486788
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;4241;1140;"2018-11-10 00:00:00";439853.324441099;4472223.134721189;-3.70875988310977;40.39844305625957
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;4240;1140;"2018-11-10 00:00:00";439857.316862444;4472229.177281789;-3.70871341120307;40.39849777895308
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";2;7833;1141;"2017-07-06 00:00:00";440223.568187487;4472062.314097912;-3.70438219822021;40.39702096259395
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;8597;1141;"2019-01-30 00:00:00";440248.675070652;4472074.282041048;-3.70408749277921;40.39713057755891
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;8598;1141;"2019-01-30 00:00:00";440233.214765524;4472075.654703376;-3.70426978709229;40.39714183380286
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;8599;1141;"2019-01-30 00:00:00";440254.382711741;4472055.291541506;-3.70401845890851;40.39695991110742
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;8600;1141;"2019-01-30 00:00:00";440256.924135999;4472067.850413048;-3.70398969232291;40.39707323004016
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";2;7834;1141;"2017-07-06 00:00:00";440219.493181114;4472072.606808248;-3.70443117943941;40.39711339197698
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;9550;1145;"2021-03-13 00:00:00";439490.879031457;4473089.533295869;-3.71311293399586;40.40622172987516
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;9551;1145;"2021-03-13 00:00:00";439495.052797429;4473083.883723144;-3.7130632117779;40.40617113921396
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;8634;1481;"2019-02-25 00:00:00";440576.601055126;4471833.577579062;-3.70020114537871;40.39498565233622
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;8633;1481;"2019-02-25 00:00:00";440583.922131187;4471827.915184297;-3.7001143570294;40.39493516490035
"other";2;5641;1481;"2024-11-26 00:00:00";440582.932775269;4471801.962914006;-3.70012359248428;40.39470130296969
"other";2;5640;1481;"2024-11-26 00:00:00";440586.587776769;4471817.139192444;-3.7000819438665;40.39483827940616
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";2;1905;543;"2019-03-18 00:00:00";442247.997134957;4471915.073231543;-3.68051538431978;40.39583738497127
